MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,Latitude,Longitude,EsConfortable
17.4,24.3,0.0,7.6,2.8,22.0,9.0,9.0,61.0,67.0,1023.2,1020.4,7.0,7.0,22.7,22.0,0,1.2,1,-27.4698,153.0251,0
4.6,18.9,0.0,2.92,9.2,24.0,11.0,13.0,72.0,58.0,1029.1,1024.5,4.6,1.0,11.5,18.3,0,0.2,0,-36.757,144.2794,0
8.0,22.4,0.0,7.6,12.0,41.0,7.0,20.0,44.0,23.0,1021.6,1018.2,1.0,4.0,15.1,21.1,0,0.0,0,-31.495,145.839,0
9.7,20.0,0.0,1.0,6.6,22.0,7.0,7.0,76.0,56.0,1021.7,1020.7,1.0,1.0,13.5,19.2,0,0.0,0,-31.9505,115.8605,0
15.5,31.8,0.0,7.279999999999999,12.6,41.0,4.0,11.0,62.0,17.0,1014.4,1009.9,2.4,1.8,20.3,30.8,0,0.0,0,-35.4244,149.0888,0
7.1,17.9,0.0,3.4799999999999995,8.64,39.0,20.0,17.0,60.0,56.0,1010.3,1008.3,8.0,8.0,14.0,16.8,0,4.0,1,-37.8289,140.7821,0
19.9,36.9,0.0,17.0,13.2,98.0,43.0,31.0,46.0,23.0,1011.1,1007.8,0.0,1.0,25.8,35.6,0,0.0,0,-31.9402,115.9674,0
22.0,31.0,0.0,9.8,11.6,37.0,17.0,22.0,60.0,47.0,1017.2,1014.7,2.0,1.0,28.2,29.3,0,0.0,0,-16.9186,145.7781,0
14.3,23.0,0.0,5.4,8.9,37.0,20.0,11.0,48.0,30.0,1023.7,1021.6,5.0,3.0,17.3,21.2,0,0.0,0,-31.9402,115.9674,1
19.5,38.6,0.0,8.4,12.9,35.0,20.0,19.0,56.0,28.0,1013.0,1008.3,1.0,1.0,25.3,36.5,0,0.0,0,-35.1082,147.3598,0
11.1,18.5,1.0,2.8,1.4,52.0,11.0,31.0,93.0,52.0,1019.4,1020.2,8.0,7.0,13.3,16.5,0,4.8,1,-37.8136,144.9631,0
7.9,21.1,0.0,2.2,8.1,30.0,7.0,15.0,60.0,48.0,1025.9,1023.4,1.0,6.0,12.8,19.3,0,0.0,0,-27.4698,153.0251,0
8.5,21.6,0.0,8.0,10.3,43.0,17.0,22.0,45.0,29.0,1011.5,1013.1,1.6,1.8,13.8,20.1,0,0.0,0,-41.4332,147.1572,0
9.0,19.6,0.0,4.2,9.7,29.6,11.0,9.6,80.0,57.0,1026.6,1024.8,7.0,6.6,16.8,19.340000000000003,0,0.0,0,-35.0228,117.8814,0
13.0,24.0,0.0,8.52,12.08,65.0,22.0,26.0,66.0,27.0,1017.5,1017.1,5.2,1.4,15.8,22.3,0,0.0,0,-36.3339,141.6503,0
6.4,15.8,0.0,2.4,8.8,39.0,11.0,17.0,84.0,56.0,1028.1,1024.5,1.0,7.0,7.9,15.6,0,0.6,0,-37.8136,144.9631,0
11.3,22.0,16.0,5.6,10.9,37.0,13.0,24.0,51.0,38.0,1024.1,1024.1,4.0,5.0,15.1,20.5,1,0.0,0,-37.8136,144.9631,0
4.8,17.8,0.0,2.4,10.0,19.0,0.0,13.0,64.0,50.0,1025.7,1022.4,0.0,0.0,14.3,17.5,0,0.0,0,-30.2962,153.114,0
19.8,33.2,0.0,7.0,10.28,44.0,7.0,20.0,48.0,34.0,1022.1,1019.5,5.0,5.0,23.1,29.0,0,0.8,0,-36.757,144.2794,0
19.5,27.1,11.0,4.2,10.5,63.0,24.0,44.0,67.0,49.0,999.3,1003.5,1.0,6.0,24.8,26.1,1,0.0,0,-37.669,144.841,0
17.4,21.9,3.2,5.56,6.74,54.0,28.0,44.0,73.0,52.0,1015.2,1014.5,7.4,3.8,18.4,19.2,1,0.0,0,-28.0167,153.4,0
8.5,14.7,2.6,8.4,7.839999999999999,30.8,4.0,12.6,93.0,67.4,1019.2,1020.0,6.0,5.8,10.1,14.28,1,0.2,0,-35.0228,117.8814,0
14.1,26.3,0.0,5.84,4.88,46.0,13.0,26.0,57.0,35.0,1013.5,1007.6,4.8,4.8,17.0,26.1,0,47.6,1,-34.0278,115.1058,0
18.0,40.2,0.0,7.4,12.46,44.0,9.0,19.0,35.0,10.0,1005.6,1003.8,0.0,1.0,28.5,38.5,0,0.0,0,-36.757,144.2794,0
10.8,23.3,0.0,3.38,11.24,55.8,4.0,28.0,36.0,37.0,1016.68,1013.46,2.0,1.0,20.7,21.8,0,0.0,0,-32.9283,151.7817,0
14.1,30.5,0.0,8.0,12.3,37.0,11.0,19.0,27.0,14.0,1019.6,1016.1,0.0,0.0,21.8,29.2,0,0.0,0,-31.199,136.8206,0
5.5,21.6,0.0,2.2,9.1,46.0,17.0,20.0,62.0,25.0,1020.2,1014.3,0.0,1.0,12.4,21.2,0,8.6,1,-31.9505,115.8605,0
13.6,25.0,0.0,17.8,13.3,50.0,22.0,24.0,56.0,28.0,1017.5,1014.3,1.0,0.0,17.0,22.9,0,0.0,0,-31.199,136.8206,0
25.3,32.2,0.6,5.8,9.3,28.0,0.0,19.0,81.0,64.0,1008.2,1005.3,6.0,4.0,29.2,31.1,0,0.2,0,-19.259,146.8169,0
11.3,16.9,0.4,2.4,3.4,63.0,28.0,30.0,69.0,46.0,1024.4,1020.1,7.0,7.0,13.1,15.5,0,3.2,1,-37.8136,144.9631,0
9.0,15.6,0.6,3.3200000000000003,7.780000000000001,31.0,17.0,17.0,86.0,73.0,1024.44,1023.06,4.6,7.0,13.1,14.9,0,1.2,1,-32.9829,121.6309,0
14.6,23.7,0.0,9.0,10.7,31.0,7.0,19.0,70.0,58.0,1013.9,1012.4,1.0,6.0,19.6,21.9,0,0.0,0,-42.8821,147.3272,1
27.7,40.8,0.0,11.2,10.62,33.0,15.0,11.0,56.0,26.0,1010.2,1005.1,0.0,6.0,32.5,40.0,0,0.0,0,-14.4647,132.2661,0
15.1,28.5,0.2,8.8,9.9,41.0,11.0,19.0,83.0,45.0,1015.52,1013.78,3.4,3.4,18.0,27.3,0,0.0,0,-32.9829,121.6309,0
16.6,25.3,0.0,4.5600000000000005,6.5,31.0,6.0,15.0,68.0,63.0,1026.6,1025.1,4.2,4.0,21.1,22.8,0,0.2,0,-33.2809,151.5787,1
18.4,31.9,0.2,6.8,10.5,33.0,15.0,17.0,71.0,56.0,1012.2,1009.5,2.2,3.6,23.5,30.2,0,0.2,0,-34.9799,116.7314,0
1.1,10.7,0.0,0.4,7.7,33.0,19.0,11.0,91.0,61.0,1018.6,1015.9,4.0,1.0,2.4,9.3,0,0.0,0,-42.8821,147.3272,0
19.3,26.78,0.0,4.44,8.48,55.0,13.0,24.8,66.0,33.0,1017.16,1016.44,2.0,5.0,17.380000000000003,21.1,0,0.0,0,-32.9283,151.7817,0
9.5,15.8,1.6,1.6,0.8,54.0,7.0,20.0,89.0,73.0,1019.4,1018.1,7.8,7.0,10.4,15.5,1,12.8,1,-34.9285,138.6007,0
20.9,25.0,12.08,3.06,2.9,19.0,5.6,7.0,87.4,77.0,1015.74,1010.5,7.0,7.2,22.380000000000003,24.6,0,20.8,1,-33.8789,150.743,0
14.6,21.4,0.8,5.32,5.1,69.0,24.0,30.0,83.0,61.0,1004.3,1001.8,5.4,5.0,16.8,18.5,0,8.4,1,-34.0278,115.1058,0
12.7,25.3,0.0,4.04,5.48,31.0,0.0,19.0,72.0,61.0,1016.1,1014.6,6.8,5.4,17.2,21.3,0,4.4,1,-35.4244,149.0888,0
18.7,28.8,0.0,7.2,10.6,33.0,17.0,24.0,64.0,48.0,1019.7,1015.8,3.0,1.0,24.5,27.7,0,0.0,0,-16.9186,145.7781,1
20.7,23.3,0.0,23.6,11.96,63.0,44.0,41.0,47.0,27.0,1009.3,1013.9,1.0,6.0,21.0,21.6,0,0.0,0,-31.199,136.8206,0
1.0,8.6,5.2,2.2,4.64,52.0,26.0,30.0,84.0,75.0,1011.6,1011.4,6.0,8.0,4.4,7.7,1,0.2,0,-37.5622,143.8503,0
12.0,34.0,0.0,7.32,10.52,39.0,17.0,13.0,60.0,39.0,1011.6,1005.2,1.4,2.6,22.8,31.3,0,0.6,0,-34.9799,116.7314,0
5.3,14.7,3.8,1.72,4.5,39.0,7.0,4.0,93.0,70.0,1027.0,1026.5,6.0,5.8,9.4,11.5,1,1.8,1,-34.0278,115.1058,0
8.2,25.4,0.0,2.3,8.5,31.0,19.0,17.0,69.0,33.0,1022.38,1017.86,0.0,2.0,15.3,25.0,0,0.0,0,-34.208,142.1246,0
9.7,27.9,0.0,5.8,10.7,46.0,30.0,17.0,49.0,25.0,1022.9,1017.3,1.0,2.0,18.3,27.5,0,0.0,0,-29.4648,149.8343,0
16.5,33.2,0.0,9.0,10.2,69.0,46.0,28.0,48.0,31.0,1012.7,1006.8,2.0,7.0,23.4,31.9,0,8.2,1,-37.669,144.841,0
14.8,21.6,11.8,8.32,5.5,50.0,17.0,24.0,86.0,57.0,1011.9,1012.0,6.0,7.0,18.9,20.1,1,3.5,1,-31.669,116.0197,0
9.4,17.7,0.0,4.36,6.9,43.0,15.0,20.0,42.0,50.0,1021.9,1021.2,5.6,6.0,13.7,15.9,0,0.0,0,-34.9285,138.6007,0
13.6,24.3,0.0,3.4,5.0,35.4,4.0,9.0,59.0,64.0,1015.8,1012.4,6.0,7.0,17.7,20.1,0,7.8,1,-35.0228,117.8814,0
11.6,38.0,0.0,10.44,13.220000000000002,37.0,24.0,9.0,20.0,11.0,1019.0,1015.8,2.4,3.0,24.4,36.0,0,0.0,0,-36.3339,141.6503,0
19.3,42.6,0.0,10.88,12.44,43.0,7.0,17.0,20.0,9.0,1013.7,1010.4,1.2,2.4,28.6,40.3,0,0.0,0,-36.3339,141.6503,0
20.3,29.4,0.0,5.6,6.0,44.0,9.0,28.0,73.0,56.0,1010.8,1008.4,7.0,7.0,23.9,27.0,0,0.0,0,-33.9399,151.1753,0
9.0,16.9,0.0,3.8,0.0,24.0,9.0,7.0,71.0,69.0,1015.0,1009.4,7.0,7.0,12.3,16.3,0,59.4,1,-32.7944,151.8347,0
9.5,31.8,0.0,6.36,9.9,37.0,9.0,17.0,100.0,18.0,1017.4,1012.9,7.0,5.0,12.7,29.8,0,0.6,0,-38.1026,147.0654,0
3.5,20.4,0.0,3.6,6.6,20.0,9.0,11.0,55.0,35.0,1021.8,1018.5,7.0,2.0,9.5,20.0,0,0.0,0,-23.698,133.8807,0
15.2,18.4,0.2,4.2,9.0,46.0,22.0,24.0,61.0,57.0,1023.9,1021.8,5.0,2.0,17.5,17.3,0,0.2,0,-29.0408,167.9547,0
10.8,16.9,1.0,33.6,9.220000000000002,33.6,13.0,16.4,73.0,48.8,1013.7,1012.0,5.0,6.6,13.4,17.419999999999998,0,0.0,0,-35.0228,117.8814,1
13.9,21.5,1.6,1.6,4.9,33.0,11.0,19.0,100.0,100.0,1012.7,1012.2,6.2,6.8,15.0,17.9,1,0.2,0,-37.9144,141.2692,0
13.5,34.0,0.0,9.6,9.1,41.0,9.0,13.0,32.0,18.0,1011.8,1010.1,6.0,5.0,23.2,30.4,0,0.0,0,-34.4747,138.9961,0
19.5,29.5,0.0,7.4,10.3,43.0,24.0,28.0,52.0,52.0,1019.3,1016.6,7.0,7.0,26.2,27.3,0,0.0,0,-19.259,146.8169,0
16.8,20.7,0.0,9.4,8.8,40.4,11.0,22.0,68.0,68.0,1019.3,1017.5,8.0,7.0,18.2,19.6,0,0.0,0,-35.0228,117.8814,0
20.3,27.4,0.6,6.2,7.2,54.0,20.0,33.0,79.0,71.0,1021.3,1018.9,2.0,6.0,23.6,24.5,0,5.4,1,-16.9186,145.7781,0
17.2,27.0,0.0,4.08,6.08,31.0,7.0,20.0,87.0,70.0,1021.7,1018.6,8.0,8.0,20.9,25.1,0,4.8,1,-37.8232,145.0078,1
21.4,23.7,10.6,5.039999999999999,2.3,44.0,33.0,26.0,87.0,76.0,1007.7,1009.1,8.0,8.0,21.5,22.5,1,4.6,1,-34.4278,150.8931,0
10.3,16.0,9.0,2.8,6.639999999999999,50.0,13.0,20.6,86.0,72.0,1015.4,1015.7,6.0,5.6,10.3,14.78,1,1.6,1,-35.0228,117.8814,0
15.1,28.0,5.0,6.2,11.2,35.0,15.0,26.0,47.0,25.0,1016.9,1015.0,1.0,1.0,19.4,27.5,1,0.2,0,-33.8688,151.2093,0
9.9,29.8,0.0,7.639999999999999,9.84,39.0,19.0,15.0,20.0,11.0,1018.0,1013.2,3.4,1.0,20.0,28.1,0,0.0,0,-25.3444,131.0369,0
2.5,19.3,0.0,1.8,9.4,19.0,2.0,7.0,77.0,36.0,1031.1,1027.4,1.0,1.0,10.2,18.1,0,0.0,0,-31.9505,115.8605,0
5.0,22.5,0.2,2.8999999999999995,7.959999999999999,24.0,6.0,9.0,78.0,33.0,1017.2,1015.3,2.0,1.0,15.7,22.1,0,0.0,0,-33.8789,150.743,0
14.3,21.7,34.0,12.2,2.7,54.0,19.0,22.0,92.0,71.0,1024.4,1024.0,8.0,7.0,14.5,19.4,1,5.4,1,-33.8688,151.2093,0
9.9,16.7,0.2,4.2,6.92,33.0,11.0,7.0,47.0,49.0,1013.1,1009.8,4.8,6.0,14.2,15.1,0,1.0,0,-34.4278,150.8931,0
14.3,23.1,4.8,3.4799999999999995,6.34,30.0,9.0,13.0,63.0,53.0,1020.06,1018.58,6.8,5.4,17.6,22.6,1,0.0,0,-33.7511,150.6942,0
23.3,36.0,0.0,5.6,9.84,31.0,15.0,6.0,63.0,42.0,1008.6,1005.9,3.0,5.0,26.6,34.8,0,0.4,0,-31.9505,115.8605,0
24.6,30.1,15.2,4.2,2.1,35.0,15.0,20.0,91.0,77.0,1004.8,1002.9,6.0,7.0,26.1,29.4,1,1.6,1,-12.4634,130.8456,0
10.1,15.7,0.2,0.8,0.0,26.0,7.0,13.0,89.0,91.0,1006.5,1004.8,8.0,8.0,12.4,13.9,0,14.8,1,-38.1026,147.0654,0
9.6,27.2,0.0,2.4,8.8,39.0,20.0,22.0,48.0,33.0,1015.7,1012.6,7.0,3.0,18.6,26.5,0,0.2,0,-34.208,142.1246,0
13.9,20.3,3.8,5.2,6.2,35.0,9.0,15.0,76.0,57.0,1016.8,1016.5,7.0,6.0,16.3,19.4,1,3.4,1,-31.9505,115.8605,0
8.7,27.5,2.2,6.2,11.3,43.0,17.0,24.0,41.0,18.0,1016.8,1009.5,1.0,2.0,19.1,26.0,1,0.0,0,-32.7944,151.8347,0
11.9,19.0,0.4,2.6,1.7,52.0,26.0,33.0,53.0,50.0,1023.2,1023.0,7.0,8.0,14.3,15.7,0,0.2,0,-37.8289,140.7821,0
12.3,17.2,27.2,2.4,1.9,37.0,7.0,11.0,97.0,78.0,1007.6,1002.2,8.0,7.0,13.2,16.4,1,11.6,1,-31.9505,115.8605,0
12.9,21.8,2.2,0.4,4.32,22.0,0.0,4.0,88.0,68.0,1014.0,1010.2,6.0,6.0,14.8,20.5,1,12.8,1,-37.8232,145.0078,0
11.1,22.9,3.6,3.8,11.1,35.0,11.0,17.0,57.0,45.0,1016.0,1014.4,1.0,3.0,17.2,20.1,1,0.2,0,-33.8688,151.2093,0
8.2,13.9,0.0,1.88,4.08,39.8,13.0,11.0,90.0,54.0,1028.4,1024.9,3.6,7.0,9.0,13.5,0,0.0,0,-38.1026,147.0654,0
12.5,28.1,0.0,4.0,10.1,50.0,20.0,13.0,79.0,39.0,1020.5,1016.9,2.0,1.0,17.8,27.1,0,0.0,0,-37.8289,140.7821,0
15.2,30.4,0.0,6.6,6.7,43.0,22.0,24.0,52.0,37.0,1019.7,1016.8,3.0,7.0,24.1,28.1,0,20.2,1,-36.757,144.2794,0
10.8,14.0,3.0,1.8,8.1,35.0,15.0,20.0,84.0,76.0,1024.0,1024.3,8.0,7.0,12.1,13.0,1,0.4,0,-38.3598,141.6032,0
12.5,22.0,0.0,2.76,7.139999999999999,25.6,0.0,9.0,64.0,59.0,1023.78,1021.62,6.0,0.0,17.2,19.6,0,0.0,0,-32.9283,151.7817,1
16.0,32.0,0.0,11.4,13.3,33.0,19.0,19.0,38.0,15.0,1010.8,1008.7,1.0,1.0,23.7,30.3,0,0.0,0,-29.4648,149.8343,0
16.8,32.3,0.0,10.4,11.9,37.0,2.0,24.0,23.0,27.0,1017.4,1015.9,2.0,3.0,26.4,29.0,0,0.0,0,-34.4747,138.9961,0
10.1,16.4,0.0,4.2,6.5,33.0,9.0,19.0,64.0,62.0,1026.6,1025.2,7.0,2.0,12.1,14.8,0,0.0,0,-42.8821,147.3272,1
23.4,31.0,8.8,6.8,5.4,41.0,19.0,30.0,73.0,54.0,1015.2,1012.9,2.0,3.0,27.9,30.6,1,0.4,0,-16.9186,145.7781,0
17.7,23.3,0.0,5.08,7.24,39.0,19.0,19.0,70.0,57.0,1026.7,1025.9,5.4,4.8,19.2,22.2,0,0.0,0,-33.2809,151.5787,1
23.5,29.8,0.0,16.2,5.4,41.0,9.0,19.0,59.0,50.0,1012.0,1011.1,7.0,7.0,26.4,26.4,0,2.0,1,-37.8136,144.9631,0
11.3,28.3,0.4,5.32,7.92,46.0,2.0,26.0,92.0,30.0,1011.6,1007.0,2.4,2.6,18.1,28.1,0,0.0,0,-33.8789,150.743,0
10.4,20.9,0.0,3.6,10.7,31.0,15.0,13.0,59.0,44.0,1024.9,1020.9,3.0,3.0,16.4,20.3,0,0.0,0,-34.4747,138.9961,1
12.4,37.5,0.0,6.8,10.0,74.0,22.0,39.0,39.0,19.0,1011.2,1006.0,4.2,5.4,24.8,36.0,0,0.0,0,-37.9144,141.2692,0
20.3,36.9,0.0,16.0,12.6,37.0,17.0,22.0,21.0,13.0,1012.9,1009.3,1.0,1.0,29.1,36.0,0,0.0,0,-23.698,133.8807,0
17.1,22.0,9.8,6.0,8.52,69.0,41.0,37.0,59.0,59.0,1017.5,1018.4,3.0,3.0,19.5,20.4,1,0.0,0,-33.9399,151.1753,0
26.6,32.4,0.8,5.6,11.4,33.0,11.0,19.0,70.0,55.0,1008.8,1006.0,3.0,7.0,30.6,31.6,0,0.0,0,-19.259,146.8169,0
11.8,16.5,0.0,7.4,7.4,80.0,37.0,7.0,50.0,88.0,992.1,994.7,8.0,8.0,15.9,8.9,0,1.2,1,-42.8821,147.3272,0
22.0,27.0,4.6,6.0,1.4,39.0,19.0,30.0,89.0,71.0,1017.6,1014.9,7.0,6.0,23.2,25.2,1,1.4,1,-16.9186,145.7781,0
17.5,30.2,0.0,8.959999999999999,11.78,28.0,6.0,11.0,44.0,46.0,1009.9,1009.9,2.0,2.2,24.5,27.5,0,1.2,1,-34.9285,138.6007,0
13.6,20.4,0.0,5.12,10.06,26.0,7.0,9.0,80.0,71.0,1024.9599999999998,1022.7,8.0,8.0,15.0,19.5,0,0.8,0,-41.4332,147.1572,0
18.0,27.9,65.8,5.92,1.0,41.0,13.0,20.0,98.0,78.0,1007.3,1005.4,8.0,7.0,21.8,25.9,1,3.4,1,-12.4634,130.8456,0
4.5,20.6,0.0,3.18,5.3,22.0,11.0,6.0,75.0,56.0,1026.3,1023.8,0.8,1.2,11.7,19.2,0,0.0,0,-33.8789,150.743,0
17.8,28.2,0.0,5.359999999999999,10.679999999999998,34.4,0.0,19.0,83.0,64.0,1020.78,1017.5,0.0,1.0,22.6,26.8,0,0.0,0,-32.9283,151.7817,1
9.9,32.1,0.0,4.0,10.1,31.0,13.0,15.0,28.0,15.0,1015.0,1010.7,1.0,3.0,20.0,30.6,0,0.0,0,-34.208,142.1246,0
8.4,16.4,0.0,3.86,9.84,50.0,11.0,24.0,48.0,46.0,1015.08,1014.22,1.6,1.0,13.6,14.4,0,0.0,0,-33.7511,150.6942,0
6.6,20.4,0.0,8.919999999999998,6.279999999999999,26.0,7.0,13.0,74.0,55.0,1023.0,1021.0,1.0,7.0,15.1,19.6,0,0.0,0,-30.2962,153.114,0
12.9,20.68,1.0,5.36,6.94,46.4,17.0,31.0,60.0,36.0,1026.44,1023.9199999999998,4.8,4.6,18.4,20.8,0,0.0,0,-32.9829,121.6309,0
4.2,23.9,0.0,5.840000000000001,10.96,30.0,11.0,11.0,52.0,23.0,1022.6,1018.7,2.0,3.0,16.4,23.2,0,0.0,0,-37.5622,143.8503,0
23.8,32.6,0.0,6.6,2.2,35.0,13.0,26.0,80.0,71.0,1010.7,1007.7,6.0,7.0,27.0,29.8,0,96.0,1,-16.9186,145.7781,0
10.0,15.5,0.0,1.92,7.1,44.0,20.0,30.0,82.0,58.0,1028.4,1025.5,4.0,3.0,11.0,15.4,0,0.0,0,-38.1026,147.0654,0
12.2,20.6,0.0,3.8,8.2,33.0,7.0,15.0,64.0,57.0,1022.0,1021.1,7.0,5.0,15.3,18.5,0,0.0,0,-37.7037,145.0831,1
14.5,19.5,0.6,5.0,6.1,31.0,7.0,15.0,73.0,55.0,1019.2,1019.4,7.0,4.0,16.2,18.4,0,0.0,0,-37.8136,144.9631,1
4.7,27.8,0.0,9.2,13.3,44.0,6.0,9.0,49.0,19.0,1020.8,1017.4,1.0,1.0,14.9,25.5,0,0.0,0,-35.1082,147.3598,0
13.9,19.5,0.0,8.2,9.1,39.0,19.0,19.0,62.0,43.0,1017.2,1016.4,5.8,3.4,14.6,18.3,0,0.0,0,-37.8136,144.9631,1
19.4,30.4,0.0,11.0,8.7,41.0,19.0,22.0,12.0,17.0,1014.6,1011.7,7.0,2.0,25.0,30.3,0,0.0,0,-23.698,133.8807,0
9.3,18.9,2.6,4.6,6.140000000000001,50.0,13.0,22.0,75.6,59.6,1016.9,1013.4,4.6,6.0,14.9,17.5,1,6.2,1,-34.0278,115.1058,0
17.7,26.2,0.0,3.8,10.6,39.0,6.0,13.0,73.0,54.0,1012.6,1008.4,7.0,1.0,19.5,25.7,0,0.0,0,-37.8136,144.9631,1
17.1,28.9,0.0,7.0,12.9,28.0,6.0,11.0,56.0,56.0,1015.1,1010.9,1.0,1.0,25.4,27.1,0,0.0,0,-27.4698,153.0251,1
13.0,22.6,0.0,4.08,6.9,41.0,13.0,24.0,69.0,49.0,1019.14,1017.0,5.8,5.2,15.2,20.6,0,3.8,1,-32.9829,121.6309,0
7.9,16.7,15.8,3.76,7.279999999999999,72.0,35.0,33.0,72.0,51.0,1003.4,1005.6,5.6,4.6,9.6,15.2,1,4.6,1,-34.0278,115.1058,0
23.0,30.0,9.4,2.8,6.580000000000001,41.0,0.0,30.0,87.0,75.0,1009.6,1007.2,8.0,3.0,26.8,29.2,1,0.0,0,-19.259,146.8169,0
19.2,29.3,0.0,8.32,11.18,30.0,7.0,20.0,63.0,52.0,1013.46,1009.66,0.6,2.4,22.1,27.9,0,2.2,1,-33.7511,150.6942,1
6.8,17.7,0.0,3.18,6.42,54.0,20.0,22.0,63.0,64.0,1026.0,1026.5,1.6,2.4,13.2,14.7,0,0.8,0,-33.8789,150.743,0
11.8,19.8,7.0,2.1,0.1399999999999999,17.0,7.0,6.0,99.0,95.0,1012.6,1007.6,7.8,7.8,13.4,16.3,1,12.0,1,-35.4244,149.0888,0
19.0,23.5,0.0,9.4,0.6,54.0,9.0,26.0,74.0,88.0,1009.9,1007.9,8.0,8.0,21.1,21.3,0,19.4,1,-29.0408,167.9547,0
15.7,25.8,0.0,3.8,7.0,52.0,19.0,28.0,63.0,63.0,1019.1,1014.8,1.0,7.0,22.2,23.1,0,0.0,0,-30.2962,153.114,0
10.1,18.3,2.4,3.6,9.4,33.0,13.0,13.0,61.0,52.0,1020.2,1019.8,7.0,4.0,12.6,16.6,1,0.0,0,-37.7037,145.0831,0
20.6,32.8,0.0,9.0,4.5,61.0,7.0,4.0,28.0,21.0,1014.7,1010.5,8.0,8.0,22.9,31.4,0,2.6,1,-34.208,142.1246,0
17.6,29.8,0.8,8.6,12.8,28.0,9.0,15.0,24.0,36.0,1013.7,1012.1,5.0,1.0,23.4,25.6,0,0.0,0,-27.4698,153.0251,1
16.4,20.2,0.0,5.5600000000000005,1.62,37.0,11.0,22.0,70.0,77.0,1020.7,1020.5,8.0,8.0,19.0,16.5,0,0.0,0,-34.4278,150.8931,0
10.3,19.3,0.0,4.2,1.1,59.0,37.0,28.0,36.0,33.0,1017.3,1014.3,8.0,8.0,13.4,18.9,0,4.2,1,-37.8289,140.7821,0
10.2,21.0,0.0,3.0,10.8,30.0,6.0,13.0,70.0,44.0,1029.7,1027.5,1.0,1.0,11.9,20.2,0,0.0,0,-37.8136,144.9631,1
10.7,27.3,0.0,4.8,9.5,35.0,11.0,15.0,52.0,36.0,1023.5,1017.4,3.0,5.0,19.1,26.0,0,0.0,0,-31.9505,115.8605,1
7.9,13.8,10.1,1.5,3.0,59.0,26.0,28.0,93.0,82.0,1008.1,1008.8,8.0,7.0,9.6,12.6,1,1.9,1,-34.4747,138.9961,0
15.7,22.1,1.2,4.2,9.7,39.0,17.0,19.0,66.0,40.0,1017.5,1016.3,5.2,4.2,18.1,21.3,1,0.0,0,-34.9285,138.6007,1
8.6,28.2,0.0,7.8,11.56,31.0,11.0,11.0,38.0,9.0,1023.2,1020.1,0.0,0.0,16.5,26.2,0,0.0,0,-31.199,136.8206,0
1.2,17.3,0.0,5.0,10.18,19.0,0.0,7.0,99.0,41.0,1024.1,1020.3,2.4,1.4,7.0,16.5,0,0.2,0,-34.0278,115.1058,0
14.0,25.5,0.0,5.08,6.220000000000001,37.0,11.0,26.0,77.0,61.0,1018.1,1015.6,8.0,5.8,18.4,23.7,0,0.0,0,-38.1026,147.0654,1
9.2,15.0,7.4,1.8,6.9,56.0,28.0,26.0,59.0,43.0,1009.4,1012.5,6.0,4.0,12.0,14.7,1,3.4,1,-31.9505,115.8605,0
12.2,23.0,0.0,6.4,4.7,39.0,6.0,19.0,62.0,58.0,1016.8,1016.4,5.8,5.8,16.4,21.3,0,0.0,0,-37.9144,141.2692,0
11.9,22.54,0.4,9.1,8.0,34.6,9.0,16.8,73.0,72.0,1017.42,1015.58,0.0,5.8,17.7,20.64,0,8.4,1,-32.9283,151.7817,0
11.8,20.2,0.2,3.2,5.180000000000001,39.0,20.0,28.0,83.0,57.0,1015.8,1013.6,7.0,7.0,16.1,19.5,0,0.4,0,-32.7944,151.8347,0
18.8,28.8,0.0,6.4,10.7,44.0,17.0,33.0,64.0,58.0,1018.8,1015.6,2.0,1.0,25.0,27.5,0,0.0,0,-19.259,146.8169,0
9.6,21.9,0.0,8.4,8.540000000000001,37.0,30.0,20.0,59.0,59.0,1021.5,1021.0,2.8,3.6,20.3,18.8,0,0.0,0,-37.8232,145.0078,0
16.3,37.8,0.0,13.160000000000002,11.88,41.0,7.0,9.0,67.0,16.0,1014.2,1006.6,1.6,2.4,22.6,36.6,0,0.0,0,-37.8232,145.0078,0
4.9,12.8,2.0,3.12,6.359999999999999,26.0,9.0,15.0,77.0,50.0,1017.9,1018.0,2.2,2.0,6.8,12.4,1,0.0,0,-36.0737,146.9135,0
8.9,21.3,0.0,5.5600000000000005,8.7,46.0,7.0,19.0,44.0,43.0,1019.6,1014.4,1.6,5.2,15.6,20.4,0,0.0,0,-34.4278,150.8931,0
14.8,19.9,0.0,4.8,3.2,69.0,30.0,30.0,77.0,80.0,1012.5,1006.3,6.0,7.0,17.3,18.9,0,13.4,1,-29.0408,167.9547,0
9.3,15.1,5.859999999999999,1.7200000000000002,0.16,24.0,2.0,9.0,98.0,94.0,1017.3,1016.7,7.6,8.0,12.2,14.0,0,9.9,1,-41.4332,147.1572,0
12.8,34.2,0.0,4.0200000000000005,10.6,26.0,0.0,4.0,98.0,22.0,1019.78,1016.04,4.6,2.8,18.5,33.3,0,0.0,0,-33.8789,150.743,0
